小齐大佬导航主页：http://tianyi.kesug.com/?i=1
（1）小齐大佬直播源：http://tianyi.kesug.com/yingshi/zhibo.txt
（2）慕雨直播源：https://4key.cn/FP
（3）独家记忆直播源：https://cloud.7so.top/f/Z4z7SQ/%E6%98%8E%E6%98%9F.txt
（4）相当好的直播源：https://d.kstore.dev/download/13670/cs.txt
IPTV直播源搜索：https://www.foodieguide.com/iptvsearch/



慕雨直播接口：https://4key.cn/FP

//以下全部来自互联网，所有内容仅供测试使用，请勿用于违法用途，如有冒犯请联系删除。

*_*********꧁🄼🅈影视꧂*********_*
______      _               _  _          
| ___ \    | |             | || |         
| |_/ /___ | |_  _ __  ___ | || |_ __   __
|  __// _ \| __|| '__|/ _ \| || __|\ \ / /
| |  |  __/| |_ | |  |  __/| || |_  \ V / 
\_|   \___| \__||_|   \___||_| \__|  \_/  
//永久免费꙰严禁商业꙰仅供测试꙰违者自负!꙰//
💥🄼🅈｜🄼影视,#genre#
代慧颖-摇起来,http://em.21dtv.com/songs/60137313.mkv
付豪-失明的城市,http://em.21dtv.com/songs/60137312.mkv
付笛声+黄格选+江涛-爱的箴言,http://em.21dtv.com/songs/60137311.mkv
付笛声+江涛-愚公移山,http://em.21dtv.com/songs/60137310.mkv
付笛声+任静-知心爱人,http://em.21dtv.com/songs/60137309.mkv
付笛声-暗香,http://em.21dtv.com/songs/60137308.mkv
付笛声-姑娘月亮,http://em.21dtv.com/songs/60137307.mkv
付笛声-中国志气,http://em.21dtv.com/songs/60137306.mkv
京城龙少-一路上的兄弟,http://em.21dtv.com/songs/60137305.mkv
亦心+臻言-山水唱情歌,http://em.21dtv.com/songs/60137304.mkv
五条人-晚上好春天小姐,http://em.21dtv.com/songs/60137303.mkv
五条人-像将军那样喝酒,http://em.21dtv.com/songs/60137302.mkv
五月天+萧敬腾-凡人歌,http://em.21dtv.com/songs/60137301.mkv
五月天-现在就是永远,http://em.21dtv.com/songs/60137300.mkv
五月天-成名在望,http://em.21dtv.com/songs/60137299.mkv
五月天-兄弟,http://em.21dtv.com/songs/60137298.mkv
云飞+郝亚青-牡丹花和放羊娃,http://em.21dtv.com/songs/60137297.mkv
云飞+泽仁央金-我从雪山来,http://em.21dtv.com/songs/60137296.mkv
云飞+孟根-爱的眼神,http://em.21dtv.com/songs/60137295.mkv
云飞-神奇的耒阳,http://em.21dtv.com/songs/60137294.mkv
云飞-天边,http://em.21dtv.com/songs/60137293.mkv
云飞-回乡姑娘,http://em.21dtv.com/songs/60137292.mkv
云丹久美-前世今生的缘,http://em.21dtv.com/songs/60137291.mkv
于若鸿-小学校歌,http://em.21dtv.com/songs/60137290.mkv
于洋-巫峡之春,http://em.21dtv.com/songs/60137289.mkv
于洋-巫山梦,http://em.21dtv.com/songs/60137288.mkv
于洋-从这里起飞,http://em.21dtv.com/songs/60137287.mkv
于洋-中国恋城巫山,http://em.21dtv.com/songs/60137286.mkv
于毅+江珊-千年之恋,http://em.21dtv.com/songs/60137285.mkv
于毅+娄艺潇-凉凉,http://em.21dtv.com/songs/60137284.mkv
于毅-牧歌,http://em.21dtv.com/songs/60137283.mkv
于毅-当爱已成往事,http://em.21dtv.com/songs/60137282.mkv
乔冬宇-枉凝眉,http://em.21dtv.com/songs/60137281.mkv
乌兰托娅+岑雨桥-嫂子,http://em.21dtv.com/songs/60137280.mkv
乌兰托娅-草原爱情海,http://em.21dtv.com/songs/60137279.mkv
严艺丹-错遇,http://em.21dtv.com/songs/60137278.mkv
严艺丹-方向感全部都已经彻底失灵啦,http://em.21dtv.com/songs/60137277.mkv
严新豪+唐琪琪+曾惠靖-最美的旅途,http://em.21dtv.com/songs/60137276.mkv
丛荣泽萌-山里江南,http://em.21dtv.com/songs/60137275.mkv
丛荣泽萌-嗨如花,http://em.21dtv.com/songs/60137274.mkv
上海彩虹室内合唱团-魔都 魔都,http://em.21dtv.com/songs/60137273.mkv
三木科+卓玛央宗-普姆卓玛,http://em.21dtv.com/songs/60137272.mkv
万梓晴-爱你却无缘,http://em.21dtv.com/songs/60137271.mkv
万梓晴-下一个晴天,http://em.21dtv.com/songs/60137270.mkv
丁香-金刚芭比,http://em.21dtv.com/songs/60137269.mkv
丁艳+石浩-诗画中国,http://em.21dtv.com/songs/60137268.mkv
丁艳-感恩,http://em.21dtv.com/songs/60137267.mkv
丁艳-天那边有个美丽的传说,http://em.21dtv.com/songs/60137266.mkv
丁艳-南充颂歌,http://em.21dtv.com/songs/60137265.mkv
一只舟-迷失的自我,http://em.21dtv.com/songs/60137264.mkv
♥♥♥
⓲经典MV💞,#genre#
Yuna+Usher-Crush,http://em.21dtv.com/songs/60137263.mkv
Yong Yong-Scribbling,http://em.21dtv.com/songs/60137262.mkv
Yangpa-Aurora,http://em.21dtv.com/songs/60137261.mkv
XYLo-I Still Wait For You,http://em.21dtv.com/songs/60137260.mkv
WK-疼爱,http://em.21dtv.com/songs/60137259.mkv
WK-指尖的痛,http://em.21dtv.com/songs/60137258.mkv
Wake Up+ Girls!-TUNAGO,http://em.21dtv.com/songs/60137257.mkv
Vox玩声乐团-寂寞寂寞就好,http://em.21dtv.com/songs/60137256.mkv
Usher-Crash,http://em.21dtv.com/songs/60137255.mkv
Tyler Ward-If I'm Being Honest,http://em.21dtv.com/songs/60137254.mkv
TWICE-SIGNAL,http://em.21dtv.com/songs/60137253.mkv
twenty one pilots-Ride,http://em.21dtv.com/songs/60137252.mkv
Twenty one Pilots-House Of Gold,http://em.21dtv.com/songs/60137251.mkv
twenty one pilots-Heathens,http://em.21dtv.com/songs/60137250.mkv
TrySail-adrenaline!!!,http://em.21dtv.com/songs/60137249.mkv
Troye Sivan-Youth,http://em.21dtv.com/songs/60137248.mkv
Tory Lanez-Luv,http://em.21dtv.com/songs/60137247.mkv
TOPSECRET-MIND CONTROL,http://em.21dtv.com/songs/60137246.mkv
TOP1-这世界不能没有你,http://em.21dtv.com/songs/60137245.mkv
TOP1-我最挺你,http://em.21dtv.com/songs/60137244.mkv
ToNick-阿飞与阿基,http://em.21dtv.com/songs/60137243.mkv
Tom Odell-Wrong Crowd,http://em.21dtv.com/songs/60137242.mkv
Timeflies-Once In A While,http://em.21dtv.com/songs/60137241.mkv
Tim McGraw-Humble and Kind,http://em.21dtv.com/songs/60137240.mkv
The Veronicas-In My Blood,http://em.21dtv.com/songs/60137239.mkv
The Last Shadow Puppets-Bad Habits,http://em.21dtv.com/songs/60137238.mkv
The Chainsmokers+Halsey-Closer,http://em.21dtv.com/songs/60137237.mkv
The Black Skirts-Who Do You Love,http://em.21dtv.com/songs/60137236.mkv
Take That-New Day,http://em.21dtv.com/songs/60137235.mkv
T ara-我的名字叫,http://em.21dtv.com/songs/60137234.mkv
Sunshine-拜托别黑我,http://em.21dtv.com/songs/60137233.mkv
SunBeatzz+大龙-信仰,http://em.21dtv.com/songs/60137232.mkv
SunBeatzz-慢慢变老,http://em.21dtv.com/songs/60137231.mkv
SummerBaby-新年啦 我好开心,http://em.21dtv.com/songs/60137230.mkv
SummerBaby-One Night In 惠州,http://em.21dtv.com/songs/60137229.mkv
STU48-瀬戸内の声,http://em.21dtv.com/songs/60137228.mkv
Spica-Secret Time,http://em.21dtv.com/songs/60137227.mkv
Sofia Carson-Love Is the Name,http://em.21dtv.com/songs/60137226.mkv
SNH48-夏日柠檬船,http://em.21dtv.com/songs/60137225.mkv
Slate-Oh Little Girl,http://em.21dtv.com/songs/60137224.mkv
SISTAR-LONELY,http://em.21dtv.com/songs/60137223.mkv
Sia-Free Me,http://em.21dtv.com/songs/60137222.mkv
Sia-Cheap Thrills,http://em.21dtv.com/songs/60137221.mkv
Sheryl Crow-Halfway There,http://em.21dtv.com/songs/60137220.mkv
Seventeen-Don't Wanna Cry,http://em.21dtv.com/songs/60137219.mkv
SEVENTEEN-Check In,http://em.21dtv.com/songs/60137218.mkv
Selena Gomez-Kill Em With Kindness,http://em.21dtv.com/songs/60137217.mkv
San E+脸红的思春期-mohae,http://em.21dtv.com/songs/60137216.mkv
Samuel Seo+QIM ISLE-Mango,http://em.21dtv.com/songs/60137215.mkv
Sam Hunt-Body Like A Back Road,http://em.21dtv.com/songs/60137214.mkv
Roy Kim-突然,http://em.21dtv.com/songs/60137213.mkv
RHODES-Sleep Is a Rose,http://em.21dtv.com/songs/60137212.mkv
Placebo-Life's What You Make It,http://em.21dtv.com/songs/60137211.mkv
Pharrell Williams-Yellow Light,http://em.21dtv.com/songs/60137210.mkv
PENTAGON-漂亮得要死,http://em.21dtv.com/songs/60137209.mkv
PDD-我是全英雄联盟最骚的骚猪,http://em.21dtv.com/songs/60137208.mkv
Passenger-Anywhere,http://em.21dtv.com/songs/60137207.mkv
Panic! At The Disco-Bohemian Rhapsody,http://em.21dtv.com/songs/60137206.mkv
OneRepublic-Life In Color,http://em.21dtv.com/songs/60137205.mkv
OneRepublic-I Lived,http://em.21dtv.com/songs/60137204.mkv
Onerepublic-Counting Stars,http://em.21dtv.com/songs/60137203.mkv
One Republic-All The Right Moves,http://em.21dtv.com/songs/60137202.mkv
NU'EST-Love Paint,http://em.21dtv.com/songs/60137201.mkv
Noah Cyrus-I'm Stuck,http://em.21dtv.com/songs/60137200.mkv
MYAR+江嘉敏-不变的爱,http://em.21dtv.com/songs/60137199.mkv
Monster KaR-相信公路,http://em.21dtv.com/songs/60137198.mkv
Monster KaR-梦幻街七号,http://em.21dtv.com/songs/60137197.mkv
Monsta X-只对你执着,http://em.21dtv.com/songs/60137196.mkv
MOBB+Kush-HIT ME,http://em.21dtv.com/songs/60137195.mkv
MO-Final Song,http://em.21dtv.com/songs/60137194.mkv
我爱你,http://em.21dtv.com/songs/60137193.mkv
MC梦柯+张思思-我的小可爱,http://em.21dtv.com/songs/60137192.mkv
MC天佑-一人饮酒醉,http://em.21dtv.com/songs/60137191.mkv
Mary Lambert-Know Your Name,http://em.21dtv.com/songs/60137190.mkv
MAMAMOO-New York,http://em.21dtv.com/songs/60137189.mkv
Machine Gun Kelly-Kiss The Sky,http://em.21dtv.com/songs/60137188.mkv
LTB-想念你,http://em.21dtv.com/songs/60137187.mkv
lollipop-加油加油gogo,http://em.21dtv.com/songs/60137186.mkv
LOCO-早晨是黑暗的,http://em.21dtv.com/songs/60137185.mkv
Little Mix+Stormzy-Power,http://em.21dtv.com/songs/60137184.mkv
Little Mix+Sean Paul-Hair,http://em.21dtv.com/songs/60137183.mkv
Lilith乐队-Arcadia,http://em.21dtv.com/songs/60137182.mkv
Lil Uzi Vert+wiz Khalifa-Pull Up,http://em.21dtv.com/songs/60137181.mkv
Laysha+NASSUN-Chocolate Cream,http://em.21dtv.com/songs/60137180.mkv
LABOUM-Shooting Love,http://em.21dtv.com/songs/60137179.mkv
Knock-请打开,http://em.21dtv.com/songs/60137178.mkv
星,http://em.21dtv.com/songs/60137177.mkv
Kisum-No Jam,http://em.21dtv.com/songs/60137176.mkv
Kings Of Leon-Waste A Moment,http://em.21dtv.com/songs/60137175.mkv
Kiki li-始终难舍你,http://em.21dtv.com/songs/60137174.mkv
Kid Ink+Starrah-No Strings,http://em.21dtv.com/songs/60137173.mkv
Kehlani-Gangsta,http://em.21dtv.com/songs/60137172.mkv
Katy Perry-Rise,http://em.21dtv.com/songs/60137171.mkv
Kanye West+schoolboy Q-THat Part,http://em.21dtv.com/songs/60137170.mkv
K NoW NAME-Freesia,http://em.21dtv.com/songs/60137169.mkv
K NoW NAME-Blue Rose,http://em.21dtv.com/songs/60137168.mkv
K NoW NAME-ASTER,http://em.21dtv.com/songs/60137167.mkv
Justin Bieber+MO-Cold Water,http://em.21dtv.com/songs/60137166.mkv
Jun.K-Young Forever,http://em.21dtv.com/songs/60137165.mkv
JUN.K-THINK ABOUT YOU,http://em.21dtv.com/songs/60137164.mkv
JUDE-他他他,http://em.21dtv.com/songs/60137163.mkv
JESSICA-WONDERLAND,http://em.21dtv.com/songs/60137162.mkv
Jessi-My Romeo,http://em.21dtv.com/songs/60137161.mkv
J.Sheon-别问很可怕,http://em.21dtv.com/songs/60137160.mkv
IVI-爱为爱,http://em.21dtv.com/songs/60137159.mkv
iKON-B DAY,http://em.21dtv.com/songs/60137158.mkv
HONEYST-为你着迷,http://em.21dtv.com/songs/60137157.mkv
Highlight-SLEEP TIGHT,http://em.21dtv.com/songs/60137156.mkv
Highlight-CALLING YOU,http://em.21dtv.com/songs/60137155.mkv
Halsey-Walls Could Talk,http://em.21dtv.com/songs/60137154.mkv
Halsey-100 Letters,http://em.21dtv.com/songs/60137153.mkv
Hailee Steinfeld-Starving,http://em.21dtv.com/songs/60137152.mkv
Gray+one+simon D-Comfortable,http://em.21dtv.com/songs/60137151.mkv
GNZ48-向日葵约定,http://em.21dtv.com/songs/60137150.mkv
Giriboy+Mad Color-搬家,http://em.21dtv.com/songs/60137149.mkv
GFriend-NAVILLERA,http://em.21dtv.com/songs/60137148.mkv
GENERATIONS from EXILE TRIBE-空,http://em.21dtv.com/songs/60137147.mkv
GENERATIONS from EXILE TRIBE-涙,http://em.21dtv.com/songs/60137146.mkv
GARNiDELiA-SPEED STAR,http://em.21dtv.com/songs/60137145.mkv
FTISLAND-Wind,http://em.21dtv.com/songs/60137144.mkv
Foo Fighters-Run,http://em.21dtv.com/songs/60137143.mkv
Fleur East-Sax,http://em.21dtv.com/songs/60137142.mkv
FINE乐团-配不上你,http://em.21dtv.com/songs/60137141.mkv
Faye-象牙塔,http://em.21dtv.com/songs/60137140.mkv
Faye-河畔,http://em.21dtv.com/songs/60137139.mkv
EXILE ATSUSHI-Beautiful Gorgeous Love,http://em.21dtv.com/songs/60137138.mkv
ELO+Gray+Loco-GOOD,http://em.21dtv.com/songs/60137137.mkv
Ed Sheeran-Galway Girl,http://em.21dtv.com/songs/60137136.mkv
Eagles-HOTEL CALIFORNIA(演唱会),http://em.21dtv.com/songs/60137135.mkv
Dua Lipa+Miguel-Lost In Your Light,http://em.21dtv.com/songs/60137134.mkv
Dragon Pig+CLOUD WANG+CNBALLER-全部都是你,http://em.21dtv.com/songs/60137133.mkv
DJ阿远+雷龙-小啤酒,http://em.21dtv.com/songs/60137132.mkv
DJ宝贝-该死的温柔,http://em.21dtv.com/songs/60137131.mkv
DJ奶小深-我好想逃,http://em.21dtv.com/songs/60137130.mkv
DJ Khaled+Justin Bieber-I'm The One,http://em.21dtv.com/songs/60137129.mkv
Declan McKenna-Humongous,http://em.21dtv.com/songs/60137128.mkv
DAY6-I Smile,http://em.21dtv.com/songs/60137127.mkv
David Guetta+Justin Bieber-2U,http://em.21dtv.com/songs/60137126.mkv
CROSS GENE-My Face,http://em.21dtv.com/songs/60137125.mkv
Coldplay-All I Can Think About Is You,http://em.21dtv.com/songs/60137124.mkv
C ALLSTAR-Take Your Time,http://em.21dtv.com/songs/60137123.mkv
Booboo Stewart+Cameron Boyce-Ways to Be Wicked,http://em.21dtv.com/songs/60137122.mkv
BELL宇田-蝌蚪,http://em.21dtv.com/songs/60137121.mkv
Bastille-Glory,http://em.21dtv.com/songs/60137120.mkv
ASTRO-爱,http://em.21dtv.com/songs/60137119.mkv
ASTRO-告白,http://em.21dtv.com/songs/60137118.mkv
Ashley-大海啊故乡,http://em.21dtv.com/songs/60137117.mkv
Ariana Grande-My Everything,http://em.21dtv.com/songs/60137116.mkv
APRIL-MAYDAY,http://em.21dtv.com/songs/60137115.mkv
APRIL-Lovesick,http://em.21dtv.com/songs/60137114.mkv
Aoi 香菇她妈-为你而战,http://em.21dtv.com/songs/60137113.mkv
Ailee-If You,http://em.21dtv.com/songs/60137112.mkv
ACEMAX RED-暖光,http://em.21dtv.com/songs/60137111.mkv
A Lin-空窗,http://em.21dtv.com/songs/60137110.mkv
3LAU+Yeah Boy-On My Mind,http://em.21dtv.com/songs/60137109.mkv
2PM-Promise,http://em.21dtv.com/songs/60137108.mkv
龚爽-鸽子花,http://em.21dtv.com/songs/60137107.mkv
龙梅子-别把我的感情当游戏,http://em.21dtv.com/songs/60137106.mkv
龙梅-酒歌,http://em.21dtv.com/songs/60137105.mkv
龙奔+张怡诺-一首歌送给我的心上人,http://em.21dtv.com/songs/60137104.mkv
龙奔-百姓心声,http://em.21dtv.com/songs/60137103.mkv
龙奔-男人太难,http://em.21dtv.com/songs/60137102.mkv
龙奔-小姐姐,http://em.21dtv.com/songs/60137101.mkv
龙俊亨+Heize-会一直在吗,http://em.21dtv.com/songs/60137100.mkv
龙俊亨-Too Much Love Kills Me,http://em.21dtv.com/songs/60137099.mkv
齐航+崔杰+郭保成+马艺航-魅力中国,http://em.21dtv.com/songs/60137098.mkv
齐晨-青春不留白,http://em.21dtv.com/songs/60137097.mkv
齐妍妍-女人三十一枝花,http://em.21dtv.com/songs/60137096.mkv
默言-爱的执着,http://em.21dtv.com/songs/60137095.mkv
黑龙-盗心贼,http://em.21dtv.com/songs/60137094.mkv
黑哥-人黑心不黑,http://em.21dtv.com/songs/60137093.mkv
黎瑞恩-假使有日能忘记,http://em.21dtv.com/songs/60137092.mkv
黎明花-桂林不是我的家,http://em.21dtv.com/songs/60137091.mkv
黄龄-明珠,http://em.21dtv.com/songs/60137090.mkv
黄鸿升-北风和太阳,http://em.21dtv.com/songs/60137089.mkv
黄胜华-我和祖国,http://em.21dtv.com/songs/60137088.mkv
黄立绮-打分数,http://em.21dtv.com/songs/60137087.mkv
黄磊+王迅+魏大勋-妇女之友,http://em.21dtv.com/songs/60137086.mkv
黄睿铭-滚,http://em.21dtv.com/songs/60137085.mkv
黄浩琳-缠路,http://em.21dtv.com/songs/60137084.mkv
黄文武+陈玉建-做兄弟,http://em.21dtv.com/songs/60137083.mkv
黄子韬-Promise,http://em.21dtv.com/songs/60137082.mkv
黄子韬-Collateral Love,http://em.21dtv.com/songs/60137081.mkv
黄勇-天在上,http://em.21dtv.com/songs/60137080.mkv
麦浚龙-禽兽,http://em.21dtv.com/songs/60137079.mkv
鱼椒盐-无限大,http://em.21dtv.com/songs/60137078.mkv
魏晨-弟兄,http://em.21dtv.com/songs/60137077.mkv
魏什么-母亲的心,http://em.21dtv.com/songs/60137076.mkv
高峰-滔滔北部湾,http://em.21dtv.com/songs/60137075.mkv
高安+郑莉莉-你是我最难舍的人,http://em.21dtv.com/songs/60137074.mkv
高安+格格-哥妹情缘,http://em.21dtv.com/songs/60137073.mkv
马成林-可爱的全州,http://em.21dtv.com/songs/60137072.mkv
马希尔-须弥,http://em.21dtv.com/songs/60137071.mkv
马希尔-六盘山,http://em.21dtv.com/songs/60137070.mkv
马嘉+孙燕姿+严莉+严玲+张小晴-神奇,http://em.21dtv.com/songs/60137069.mkv
马嘉+孙燕姿-半句再见,http://em.21dtv.com/songs/60137068.mkv
马健涛-爱情也虚假,http://em.21dtv.com/songs/60137067.mkv
飘飘-你在温暖的地方等我,http://em.21dtv.com/songs/60137066.mkv
颜婷婷-念谁,http://em.21dtv.com/songs/60137065.mkv
顾芮宁-撑过黑暗,http://em.21dtv.com/songs/60137064.mkv
音悦之路老师-音悦之路,http://em.21dtv.com/songs/60137063.mkv
音乐走廊+音乐魅力-每天都想在一起,http://em.21dtv.com/songs/60137062.mkv
音乐走廊+酒窝-幸福的人,http://em.21dtv.com/songs/60137061.mkv
音乐走廊+酒窝-女人心女人泪,http://em.21dtv.com/songs/60137060.mkv
音乐走廊+歌一生-想着你的那个人,http://em.21dtv.com/songs/60137059.mkv
音乐走廊+天爱-花开花落知多少,http://em.21dtv.com/songs/60137058.mkv
音乐走廊+天爱-有缘千里,http://em.21dtv.com/songs/60137057.mkv
音乐走廊+十一妹-情愿陪你走天涯,http://em.21dtv.com/songs/60137056.mkv
音乐走廊-王式情歌,http://em.21dtv.com/songs/60137055.mkv
音乐走廊-时光煮雨,http://em.21dtv.com/songs/60137054.mkv
音乐走廊-故乡小镇,http://em.21dtv.com/songs/60137053.mkv
音乐走廊-我的心你不懂,http://em.21dtv.com/songs/60137052.mkv
音乐走廊-孤芳别自赏,http://em.21dtv.com/songs/60137051.mkv
音乐走廊-京腔戏浓,http://em.21dtv.com/songs/60137050.mkv
音乐走廊-一首茉莉花,http://em.21dtv.com/songs/60137049.mkv
韩梦雨-青春不毕业,http://em.21dtv.com/songs/60137048.mkv
韩丹彤-演员,http://em.21dtv.com/songs/60137047.mkv
霍然-认真,http://em.21dtv.com/songs/60137046.mkv
雷深如-我错,http://em.21dtv.com/songs/60137045.mkv
雷深如-Fantasy,http://em.21dtv.com/songs/60137044.mkv
雨露-我的心下起了雪,http://em.21dtv.com/songs/60137043.mkv
雨露-下一次相遇,http://em.21dtv.com/songs/60137042.mkv
雨霖枫-世上最伤心的人,http://em.21dtv.com/songs/60137041.mkv
雨中百合-爱到深处全是泪,http://em.21dtv.com/songs/60137040.mkv
陶辰宇-停在你的时间,http://em.21dtv.com/songs/60137039.mkv
陶思哲+黄楒灿+丁弼洲+叶倩文-潇洒走一回,http://em.21dtv.com/songs/60137038.mkv
降央卓玛-父亲,http://em.21dtv.com/songs/60137037.mkv
陈雅森+杨梓文琪-夜空和星星,http://em.21dtv.com/songs/60137036.mkv
陈雅森-离别多年,http://em.21dtv.com/songs/60137035.mkv
陈雅森-爱有超能力,http://em.21dtv.com/songs/60137034.mkv
陈雅森-夜空和星星,http://em.21dtv.com/songs/60137033.mkv
陈贤聪-兄弟,http://em.21dtv.com/songs/60137032.mkv
陈贤聪-为什么伤一个爱你的人,http://em.21dtv.com/songs/60137031.mkv
陈贤聪-不再为你流泪,http://em.21dtv.com/songs/60137030.mkv
陈直-青春的纪念品,http://em.21dtv.com/songs/60137029.mkv
陈瑞-终于放了手,http://em.21dtv.com/songs/60137028.mkv
陈瑞-不是情人不必情深,http://em.21dtv.com/songs/60137027.mkv
陈浩东-Firer,http://em.21dtv.com/songs/60137026.mkv
陈永强-岳飞,http://em.21dtv.com/songs/60137025.mkv
陈梓童-观音阁,http://em.21dtv.com/songs/60137024.mkv
陈松龄-忆往事,http://em.21dtv.com/songs/60137023.mkv
陈明憙-浓雾,http://em.21dtv.com/songs/60137022.mkv
陈文浩-如今我们是陌生人,http://em.21dtv.com/songs/60137021.mkv
陈惠婷-摩天大楼,http://em.21dtv.com/songs/60137020.mkv
陈思成-探索成长的神奇,http://em.21dtv.com/songs/60137019.mkv
陈彦允-梦中情人,http://em.21dtv.com/songs/60137018.mkv
陈彦允-城门城门鸡蛋糕,http://em.21dtv.com/songs/60137017.mkv
陈彦允-Money Back Me Home,http://em.21dtv.com/songs/60137016.mkv
陈建斌+韩丹彤-在那遥远的地方,http://em.21dtv.com/songs/60137015.mkv
陈建斌+王珞丹-你把我灌醉,http://em.21dtv.com/songs/60137014.mkv
陈建斌+任嘉伦-失恋阵线联盟,http://em.21dtv.com/songs/60137013.mkv
陈建斌-驿动的心,http://em.21dtv.com/songs/60137012.mkv
陈建斌-弹起我心爱的土琵琶,http://em.21dtv.com/songs/60137011.mkv
陈建斌-天涯歌女,http://em.21dtv.com/songs/60137010.mkv
歌声和一阵风,http://em.21dtv.com/songs/60137009.mkv
陈娟儿-对的那个人,http://em.21dtv.com/songs/60137008.mkv
陈奕迅-你给我听好,http://em.21dtv.com/songs/60137007.mkv
陈奕迅-I Do,http://em.21dtv.com/songs/60137006.mkv
陈奕夫+傲日其楞+张碧晨+唐倩-凉凉,http://em.21dtv.com/songs/60137005.mkv
陈夏莲-守护星,http://em.21dtv.com/songs/60137004.mkv
陈友良-母亲的魅力,http://em.21dtv.com/songs/60137003.mkv
陈冰-大雨,http://em.21dtv.com/songs/60137002.mkv
陈兆飞-熟悉的你,http://em.21dtv.com/songs/60137001.mkv
陈兆飞-你的承诺欺骗了我,http://em.21dtv.com/songs/60137000.mkv
陈信喆-我又想你了,http://em.21dtv.com/songs/60136999.mkv
陈佳乐-我是你伤害过的女人,http://em.21dtv.com/songs/60136998.mkv
陈佳乐-剧透,http://em.21dtv.com/songs/60136997.mkv
陈伟霆-着迷,http://em.21dtv.com/songs/60136996.mkv
陈伟霆-相依为命,http://em.21dtv.com/songs/60136995.mkv
陈亭甫+虞舒然-嘿!泸州,http://em.21dtv.com/songs/60136994.mkv
陈一玲-夜,http://em.21dtv.com/songs/60136993.mkv
阿菁-雨停的那一天,http://em.21dtv.com/songs/60136992.mkv
阿比亚斯-呼伦贝尔大草原,http://em.21dtv.com/songs/60136991.mkv
阿桑格来鹏措-醉九洲,http://em.21dtv.com/songs/60136990.mkv
阿杜-烂好人,http://em.21dtv.com/songs/60136989.mkv
阿杜-一诺千年,http://em.21dtv.com/songs/60136988.mkv
阿旺-拜佛,http://em.21dtv.com/songs/60136987.mkv
阿文+刘颖儿-好好爱一回,http://em.21dtv.com/songs/60136986.mkv
阿年-确定就是你,http://em.21dtv.com/songs/60136985.mkv
阿帆-过往,http://em.21dtv.com/songs/60136984.mkv
阿帆-流水时光,http://em.21dtv.com/songs/60136983.mkv
阿帆-习惯遗忘,http://em.21dtv.com/songs/60136982.mkv
阿宝-疙梁梁,http://em.21dtv.com/songs/60136981.mkv
阿哲-若不是,http://em.21dtv.com/songs/60136980.mkv
阿但-冷情失意,http://em.21dtv.com/songs/60136979.mkv
防弹少年团-啃老族,http://em.21dtv.com/songs/60136978.mkv
门丽+张天龙-我的好媳妇儿,http://em.21dtv.com/songs/60136977.mkv
门丽-爱情二维码,http://em.21dtv.com/songs/60136976.mkv
门丽-情终人散,http://em.21dtv.com/songs/60136975.mkv
银纱-网络真爱,http://em.21dtv.com/songs/60136974.mkv
银纱-爱是我情是你,http://em.21dtv.com/songs/60136973.mkv
银纱-也许,http://em.21dtv.com/songs/60136972.mkv
铁竹堂之PLAYAZ玩家帮+Mc HotDog-有玩没完,http://em.21dtv.com/songs/60136971.mkv
钟英-高洁流芳,http://em.21dtv.com/songs/60136970.mkv
钟洁-你要和谁在一起,http://em.21dtv.com/songs/60136969.mkv
金灿-弥勒颂,http://em.21dtv.com/songs/60136968.mkv
金池+毕夏-她在睡前哭泣,http://em.21dtv.com/songs/60136967.mkv
金志文+周蕙-不爱了也是一种爱,http://em.21dtv.com/songs/60136966.mkv
金志文-远走高飞,http://em.21dtv.com/songs/60136965.mkv
金志文-不爱了也是一种爱,http://em.21dtv.com/songs/60136964.mkv
金宇宙-春雨,http://em.21dtv.com/songs/60136963.mkv
金婷婷-青春小鸟,http://em.21dtv.com/songs/60136962.mkv
金婷婷-走在小康路上,http://em.21dtv.com/songs/60136961.mkv
金婷婷-渔家姑娘在海边,http://em.21dtv.com/songs/60136960.mkv
金婷婷-梨花颂,http://em.21dtv.com/songs/60136959.mkv
金婷婷-帕米尔我的家乡多么美,http://em.21dtv.com/songs/60136958.mkv
金婷婷-女驸马,http://em.21dtv.com/songs/60136957.mkv
金婷婷-坚守,http://em.21dtv.com/songs/60136956.mkv
金婷婷-全家福,http://em.21dtv.com/songs/60136955.mkv
金南玲-子夜歌,http://em.21dtv.com/songs/60136954.mkv
金久哲-隔山隔水隔思念,http://em.21dtv.com/songs/60136953.mkv
释恒炜-怀念妈妈,http://em.21dtv.com/songs/60136952.mkv
郭美美-你能听见吗,http://em.21dtv.com/songs/60136951.mkv
郭树东-做自己,http://em.21dtv.com/songs/60136950.mkv
郭景玲-再唱邓美人,http://em.21dtv.com/songs/60136949.mkv
郭建良-少年侠气,http://em.21dtv.com/songs/60136948.mkv
郭少杰-妈妈变老了,http://em.21dtv.com/songs/60136947.mkv
郭宴-鸿雁,http://em.21dtv.com/songs/60136946.mkv
郭宴-送别,http://em.21dtv.com/songs/60136945.mkv
郭宴-跟着感觉走,http://em.21dtv.com/songs/60136944.mkv
郭宴-行动派,http://em.21dtv.com/songs/60136943.mkv
郭宴-突然想爱你,http://em.21dtv.com/songs/60136942.mkv
郭宴-灰姑娘,http://em.21dtv.com/songs/60136941.mkv
郭宴-当我想你的时候,http://em.21dtv.com/songs/60136940.mkv
